"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume";"EPS_TTM";"EPS_2016";"EPS_2017";"EPS_2018";"EPS_2019";"EPS_2020";"EPS_2021";"FScore_2016";"FScore_2017";"FScore_2018";"FScore_2019";"FScore_2020";"FScore_TTM";"FScore_2021";"Interest_Coverage_2016";"Interest_Coverage_2017";"Interest_Coverage_2018";"Interest_Coverage_2019";"Interest_Coverage_2020";"Interest_Coverage_TTM";"Interest_Coverage_2021"
"CWT";"California Water Service Group";"Utilities";"Utilities - Regulated";63,73;"USA";170613;2,94;"1.01";"1.52";"1.36";"1.31";"1.97";NA;"5.00";"7.00";"4.00";"4.00";"7.00";7;NA;3,67;4,2;3,41;2,81;3,54;4,11;NA
"CWXZF";"Doman Building Materials Group Ltd";"Basic Materials";"Building Materials";5,39;"Canada";3538;1,33;"0.65";"0.33";"0.29";"0.17";"0.60";NA;"5.00";"5.00";"3.00";"3.00";"7.00";6;NA;5,12;6,45;5,16;2,24;6,88;13,88;NA
"CWYUF";"SmartCentres Real Estate Investment Trust";"Real Estate";"REITs";24,26;"Canada";3433;1,23;"1.56";"1.48";"1.56";"1.41";"0.35";NA;"5.00";"5.00";"5.00";"5.00";"5.00";4;NA;3,46;3,49;3,5;3,75;3,11;3,25;NA
"CX";"Cemex SAB de CV";"Basic Materials";"Building Materials";8,14;"Mexico";6755717;-0,39;"0.46";"0.52";"0.34";"0.09";"-1.00";NA;"7.00";"3.00";"3.00";"6.00";"5.00";NA;NA;1,66;1,6;2,36;1,87;1,73;3,43;NA
"CXP";"Columbia Property Trust Inc";"Real Estate";"REITs";16,83;"USA";1470562;0,87;"0.68";"1.45";"0.08";"0.08";"1.01";NA;"8.00";"5.00";"6.00";"7.00";"6.00";4;NA;1,47;0,81;1,02;1,21;1,03;0,75;NA
"CXW";"CoreCivic Inc";"Real Estate";"REITs";9,62;"USA";704009;-0,92;"1.87";"1.50";"1.34";"1.59";"0.45";NA;"7.00";"4.00";"4.00";"5.00";"5.00";4;NA;4,43;3,81;3,18;3,39;2,69;2,76;NA
"CYBR";"CyberArk Software Ltd";"Technology";"Software";169,17;"Israel";377753;-1,08;"0.78";"0.44";"1.27";"1.62";"-0.15";NA;"5.00";"5.00";"7.00";"4.00";"4.00";3;NA;249,69;128,65;267,19;31,68;0,35;0;NA
"CYD";"China Yuchai International Ltd";"Industrials";"Industrial Products";13,95;"Singapore";35014;1,06;"1.90";"3.31";"2.47";"2.11";"2.05";NA;"7.00";"6.00";"4.00";"5.00";"5.00";5;NA;12,53;11,62;10,36;7,44;6,87;NA;NA
"CYH";"Community Health Systems Inc";"Healthcare";"Healthcare Providers & Services";12,39;"USA";1221237;3,07;"-15.54";"-22.00";"-6.99";"-5.93";"4.39";NA;"3.00";"4.00";"5.00";"6.00";"6.00";7;NA;1,1;0,23;0,9;0,84;1,14;1,58;NA
"CYJBF";"Cargotec Oyj";"Industrials";"Industrial Products";54;"Finland";138;1,27;"2.05";"2.43";"1.88";"1.54";"0.16";NA;"5.00";"7.00";"4.00";"5.00";"4.00";7;NA;11,31;13,66;12,32;10,08;7,63;6,42;NA
"CYRBY";"Cyrela Brazil Realty SA Empreend e Part";"Consumer Cyclical";"Homebuilding & Construction";4,24;"Brazil";4622;1,04;"0.12";"-0.08";"-0.09";"0.26";"0.89";NA;"5.00";"3.00";"5.00";"7.00";"7.00";7;NA;0,96;NA;NA;3,34;5,9;8,9;NA
"CYYHF";"China Yongda Automobiles Services Holdings Ltd";"Consumer Cyclical";"Vehicles & Parts";1,49;"China";14973;0,13;"0.08";"0.13";"0.10";"0.11";"0.13";NA;"6.00";"6.00";"4.00";"7.00";"6.00";6;NA;3,38;4,27;3,47;3,56;4,27;6,46;NA
"CZAVF";"CEZ a.s";"Utilities";"Utilities - Independent Power Producers";30,24;"Czech republic";4500;-0,66;"1.24";"1.63";"0.90";"1.25";"0.48";NA;"6.00";"5.00";"5.00";"6.00";"7.00";4;NA;6,99;4,25;3,14;3,33;4,41;3,81;NA
"CZMWF";"Carl Zeiss Meditec AG";"Healthcare";"Medical Devices & Instruments";220,83;"Germany";226;3,17;"1.36";"1.87";"1.65";"1.97";"1.61";NA;"6.00";"5.00";"5.00";"7.00";"5.00";7;NA;42,93;63,91;74,19;32,24;6,37;55,45;NA
"CZR";"Caesars Entertainment Inc";"Consumer Cyclical";"Travel & Leisure";102,12;"USA";2508056;-9,69;"0.51";"1.08";"1.22";"1.03";"-13.50";NA;"7.00";"7.00";"5.00";"5.00";"3.00";4;NA;1,94;2,07;1,98;1,57;0,04;1,15;NA
"D";"Dominion Energy Inc";"Utilities";"Utilities - Regulated";78,3;"USA";3094420;2,79;"3.44";"4.72";"3.74";"1.62";"-0.57";NA;"6.00";"6.00";"5.00";"5.00";"5.00";6;NA;3,38;3,16;2,16;1,96;2,98;1,32;NA
"DAC";"Danaos Corp";"Industrials";"Transportation";84,81;"Greece";353133;36,3;"-46.76";"10.70";"-3.10";"8.09";"6.45";NA;"3.00";"6.00";"5.00";"7.00";"6.00";8;NA;2,63;2,17;2,32;2,79;3,73;4;NA
"DAL";"Delta Air Lines Inc";"Industrials";"Transportation";39,91;"USA";12429720;-10,49;"5.55";"4.43";"5.67";"7.30";"-19.49";NA;"5.00";"5.00";"6.00";"8.00";"3.00";1;NA;18,03;15,07;16,93;21,99;NA;7,13;NA
"DAN";"Dana Inc";"Consumer Cyclical";"Vehicles & Parts";23,45;"USA";838095;1,42;"4.36";"0.71";"2.91";"1.56";"-0.21";NA;"6.00";"6.00";"6.00";"6.00";"3.00";7;NA;3,84;5,43;6,9;3,01;1,46;3,35;NA
"DANOY";"Danone SA";"Consumer Defensive";"Consumer Packaged Goods";14,61;"France";396730;0,74;"0.59";"0.92";"0.83";"0.66";"0.73";NA;"6.00";"5.00";"5.00";"6.00";"5.00";5;NA;10,8;9,05;9,03;9,51;9,32;5,37;NA
"DAR";"Darling Ingredients Inc";"Consumer Defensive";"Consumer Packaged Goods";75,99;"USA";1288389;2,95;"0.62";"0.77";"0.60";"1.86";"1.78";NA;"7.00";"6.00";"5.00";"8.00";"7.00";7;NA;1,65;1,59;1,28;1,15;2,12;9,32;NA
"DASTF";"Dassault Systemes SE";"Technology";"Software";59,02;"France";1064;0,59;"0.37";"0.48";"0.50";"0.52";"0.45";NA;"5.00";"6.00";"6.00";"4.00";"6.00";5;NA;27,58;60,52;52,19;33,44;18,61;43,86;NA
"DAVA";"Endava PLC";"Technology";"Software";134,47;"UK";152832;0,8;"0.45";"0.41";"0.51";"0.56";"0.48";NA;"N/A";"N/A";"N/A";"6.00";"3.00";7;NA;NA;56,51;54;339,9;20,21;NA;39,86
"DBMBF";"FIBRA Macquarie";"Real Estate";"REITs";1,28;"Mexico";2107;-0,02;"0.30";"0.12";"0.12";"0.04";"0.11";NA;"6.00";"5.00";"9.00";"6.00";"7.00";4;NA;3,15;3,37;3,19;3,16;3,15;3,34;NA
"DBOEF";"Deutsche Boerse AG";"Financial Services";"Capital Markets";171,95;"Germany";190;7,07;"7.18";"5.54";"5.07";"6.08";"7.17";NA;"7.00";"6.00";"9.00";"6.00";"5.00";5;NA;13,96;14,07;15,13;23,2;15,67;105,16;NA
"DBRG";"DigitalBridge Group Inc";"Real Estate";"REITs";6,88;"USA";3072396;-1,59;"0.39";"-0.64";"-1.28";"-2.41";"-5.81";NA;"5.00";"3.00";"5.00";"5.00";"4.00";5;NA;1,92;0,86;0,5;0,5;NA;0;NA
"DCO";"Ducommun Inc";"Industrials";"Aerospace & Defense";52,86;"USA";34065;2,58;"2.24";"1.74";"0.77";"2.75";"2.45";NA;"7.00";"5.00";"6.00";"7.00";"5.00";4;NA;3,3;2,71;2,96;3,07;3,51;4,58;NA
"DCP";"DCP Midstream LP";"Energy";"Oil & Gas";26,63;"USA";530378;0,77;"1.64";"0.43";"0.61";"-1.05";"-1.75";NA;"5.00";"6.00";"8.00";"4.00";"4.00";7;NA;0,49;0,82;1,37;0,62;1,02;0;NA
"DD";"DuPont de Nemours Inc";"Basic Materials";"Chemicals";73,91;"USA";2480184;9,99;"10.56";"2.15";"4.96";"0.67";"-4.01";NA;"2.00";"3.00";"8.00";"5.00";"5.00";8;NA;6,29;NA;39,09;4,17;2,17;5,47;NA
"DDAIF";"Daimler AG";"Consumer Cyclical";"Vehicles & Parts";84,5;"Germany";16408;15,05;"8.41";"11.37";"7.71";"2.47";"4.12";NA;"4.00";"4.00";"4.00";"4.00";"6.00";8;NA;22,11;21,7;12,68;4,58;12,71;30,05;NA
"DDCCF";"DIC Asset AG";"Real Estate";"Real Estate";18,13;"Germany";2608;1,18;"-0.43";"1.10";"0.77";"1.26";"1.07";NA;"4.00";"6.00";"5.00";"7.00";"4.00";4;NA;0,49;1,18;1,29;1,7;2,07;2,14;NA
"DDRLF";"The Drilling Company of 1972 A/S";"Energy";"Oil & Gas";37,69;"Denmark";210;-2,2;"-19.02";"-36.65";"22.70";"-2.70";"-39.90";NA;"N/A";"4.00";"5.00";"4.00";"3.00";3;NA;9,9;3,64;4,52;0,33;0,05;1,78;NA
"DEA";"Easterly Government Properties Inc";"Real Estate";"REITs";21,39;"USA";592128;0,26;"0.12";"0.10";"0.08";"0.10";"0.15";NA;"5.00";"6.00";"3.00";"5.00";"6.00";6;NA;1,89;1,42;1,36;1,11;1,55;1,99;NA
"DECPF";"Diversified Energy Co PLC";"Energy";"Oil & Gas";1,55;"USA";15892;-0,17;"0.42";"0.23";"0.52";"0.15";"-0.03";NA;"8.00";"5.00";"5.00";"4.00";"3.00";3;NA;NA;1,59;7,26;3;0,27;3,9;NA
"DEI";"Douglas Emmett Inc";"Real Estate";"REITs";32,69;"USA";704431;0,27;"0.55";"0.58";"0.68";"2.09";"0.28";NA;"6.00";"5.00";"5.00";"7.00";"6.00";4;NA;1,51;1,66;1,89;1,69;1,13;1,36;NA
"DEITF";"Devro PLC";"Consumer Defensive";"Consumer Packaged Goods";2,91;"UK";16700;0,22;"0.02";"0.13";"0.09";"-0.33";"0.18";NA;"4.00";"8.00";"5.00";"4.00";"7.00";7;NA;2,8;4,43;3,79;NA;5,32;9,55;NA
"DELKY";"Delek Group Ltd";"Energy";"Oil & Gas";5,8;"Israel";1932;4,25;"1.72";"3.23";"1.41";"0.63";"-4.40";NA;"6.00";"6.00";"4.00";"5.00";"4.00";7;NA;1,74;1,32;1,5;1,16;1,84;1,75;NA
"DELTF";"Delta Galil Industries Ltd";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";18,55;"Israel";100;3,25;"2.03";"1.91";"1.90";"2.26";"-1.56";NA;"8.00";"6.00";"4.00";"5.00";"5.00";7;NA;5,03;4,4;3,74;2,61;1,22;5,15;NA
"DEN";"Denbury Inc";"Energy";"Oil & Gas";69,42;"USA";508935;-5,54;"-2.61";"0.41";"0.71";"0.45";"-3.90";NA;"4.00";"7.00";"8.00";"4.00";"4.00";7;NA;NA;2,43;7,79;4,25;NA;79,18;NA
"DENN";"Denny's Corp";"Consumer Cyclical";"Restaurants";16,31;"USA";568789;0,48;"0.25";"0.56";"0.67";"1.90";"-0.08";NA;"7.00";"7.00";"7.00";"6.00";"3.00";5;NA;4,22;4,61;3,76;4,08;0,52;4,93;NA
"DESP";"Despegar.com Corp";"Consumer Cyclical";"Travel & Leisure";12,27;"Argentina";483710;-1,99;"0.26";"0.69";"0.27";"-0.30";"-2.06";NA;"N/A";"N/A";"3.00";"3.00";"1.00";1;NA;2,33;3,7;10,47;NA;NA;0;NA
"DETNF";"Aker BP ASA";"Energy";"Oil & Gas";25;"Norway";349;1,36;"0.15";"0.81";"1.32";"0.39";"0.12";NA;"6.00";"7.00";"7.00";"4.00";"5.00";8;NA;7,39;16,09;21,97;27,44;5,88;20,33;NA
"DEUZF";"Deutz AG";"Industrials";"Industrial Products";9,03;"Germany";1391;-0,41;"0.15";"1.16";"0.66";"0.48";"-1.08";NA;"9.00";"6.00";"7.00";"4.00";"2.00";4;NA;7,19;16,41;31,54;28,52;NA;11,07;NA
"DFIHY";"Dairy Farm International Holdings Ltd";"Consumer Defensive";"Retail - Defensive";18,14;"Hong Kong";4253;0,64;"1.73";"1.49";"0.31";"1.20";"1.00";NA;"5.00";"4.00";"5.00";"6.00";"6.00";6;NA;24,15;15,57;1,3;2,71;2,67;NA;NA
"DFIN";"Donnelley Financial Solutions Inc";"Financial Services";"Capital Markets";33,3;"USA";171559;1,42;"1.80";"0.29";"2.16";"1.10";"-0.76";NA;"5.00";"6.00";"6.00";"4.00";"6.00";7;NA;9,44;2,4;1,95;2,26;3,25;10,62;NA
"DFRYF";"Dufry AG";"Consumer Cyclical";"Retail - Cyclical";53,79;"Switzerland";3466;-15,56;"0.05";"1.04";"1.34";"-0.54";"-48.41";NA;"8.00";"7.00";"9.00";"5.00";"6.00";3;NA;1,35;2,45;2,42;1,41;NA;NA;NA
"DGICA";"Donegal Group Inc";"Financial Services";"Insurance";15,1;"USA";36752;1,78;"1.06";"0.22";"-1.09";"1.51";"1.65";NA;"9.00";"5.00";"4.00";"8.00";"7.00";7;NA;25,93;8,61;NA;37,15;53,9;91,77;NA
"DGII";"Digi International Inc";"Technology";"Hardware";21,93;"USA";125782;0,32;"0.64";"0.35";"0.06";"0.35";"0.28";NA;"7.00";"4.00";"3.00";"7.00";"5.00";7;NA;61,35;237,1;123,32;97,89;3,18;11,1;NA
"DGX";"Quest Diagnostics Inc";"Healthcare";"Medical Diagnostics & Research";151,1;"USA";1087166;16,77;"4.51";"5.50";"5.29";"6.28";"10.47";NA;"5.00";"7.00";"5.00";"7.00";"9.00";9;NA;8,05;7,61;6,51;6,84;11,87;17,16;NA
"DHC";"Diversified Healthcare Trust";"Real Estate";"REITs";3,75;"USA";1036931;-0,94;"0.60";"0.62";"1.21";"-0.37";"-0.59";NA;"5.00";"6.00";"6.00";"4.00";"4.00";4;NA;1,93;1,7;1,64;1,25;0,47;0,07;NA
"DHR";"Danaher Corp";"Healthcare";"Medical Diagnostics & Research";327,01;"USA";1983770;7,51;"3.65";"3.53";"3.74";"4.05";"4.89";NA;"5.00";"5.00";"8.00";"6.00";"6.00";8;NA;14,83;18,36;22,3;30,27;15,39;21,11;NA
"DHRPY";"Deutsche EuroShop AG";"Real Estate";"Real Estate";6,35;"Germany";750;-0,43;"1.03";"0.68";"0.37";"0.50";"-1.24";NA;"3.00";"5.00";"6.00";"7.00";"5.00";6;NA;3,38;3,57;3,78;4,05;4,39;4,41;NA
"DHT";"DHT Holdings Inc";"Energy";"Oil & Gas";5,41;"Bermuda";1811696;0,43;"0.10";"0.05";"-0.33";"0.51";"1.61";NA;"4.00";"5.00";"2.00";"8.00";"9.00";5;NA;3,57;1,38;0,36;2,51;8,49;0;NA
"DHX";"DHI Group Inc";"Industrials";"Business Services";4,17;"USA";182511;-1,12;"-0.11";"0.33";"0.14";"0.24";"-0.62";NA;"6.00";"6.00";"5.00";"6.00";"4.00";4;NA;9,01;5,76;7,76;27,48;11,15;5,61;NA
"DIALF";"Dialight PLC";"Industrials";"Industrial Products";4,89;"UK";200;-0,32;"-0.11";"0.06";"0.20";"-0.65";"-0.33";NA;"6.00";"7.00";"5.00";"3.00";"4.00";4;NA;18,8;32,33;38;NA;NA;1,14;NA
"DICCF";"DIC Corp";"Basic Materials";"Chemicals";27,1;"Japan";100;1,84;"3.16";"3.61";"3.02";"2.28";"1.35";NA;"6.00";"7.00";"5.00";"5.00";"5.00";5;NA;16,79;15,84;9,46;11,1;17,83;26,89;NA
"DIIBF";"Dorel Industries Inc";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";9,65;"Canada";4120;0,84;"-0.36";"0.84";"-13.70";"-0.32";"-1.34";NA;"5.00";"7.00";"5.00";"5.00";"5.00";6;NA;2,57;3,95;2,95;1,83;2,73;4,4;NA
"DIISY";"Direct Line Insurance Group PLC";"Financial Services";"Insurance";16,85;"UK";1436;1,45;"1.01";"1.69";"1.67";"1.53";"1.37";NA;"5.00";"8.00";"6.00";"5.00";"4.00";4;NA;8,62;13,03;20,41;18,1;13,86;15,36;NA
"DIN";"Dine Brands Global Inc";"Consumer Cyclical";"Restaurants";80,72;"USA";211859;3,7;"5.49";"-18.96";"4.37";"5.85";"-6.43";NA;"6.00";"3.00";"6.00";"6.00";"4.00";6;NA;3,66;2,63;2,86;3,45;1,39;3,62;NA
"DIOD";"Diodes Inc";"Technology";"Semiconductors";98,17;"USA";196290;3,19;"0.32";"-0.04";"2.04";"2.96";"1.88";NA;"5.00";"6.00";"8.00";"7.00";"4.00";6;NA;2,88;6,8;15,54;22,32;11,53;32,4;NA
"DIPGY";"Datang International Power Generation Co Ltd";"Utilities";"Utilities - Independent Power Producers";3,1;"China";1572;0,26;"-0.57";"0.34";"0.21";"0.07";"0.31";NA;"5.00";"6.00";"6.00";"6.00";"9.00";6;NA;1,6;1,47;1,39;1,65;1,91;0;NA
"DIS";"The Walt Disney Co";"Communication Services";"Media - Diversified";182,71;"USA";8282443;0,61;"5.73";"5.69";"8.36";"6.64";"-1.58";NA;"7.00";"4.00";"8.00";"3.00";"4.00";5;NA;40,56;27,36;25,85;9,49;2,3;3,28;NA
"DISCA";"Discovery Inc";"Communication Services";"Media - Diversified";27,85;"USA";5285085;2,08;"1.96";"-0.59";"0.86";"2.88";"1.81";NA;"6.00";"5.00";"7.00";"8.00";"5.00";8;NA;5,82;4,46;3,57;4,71;4,21;4,55;NA
"DISH";"DISH Network Corp";"Communication Services";"Media - Diversified";43,3;"USA";1739383;4,16;"3.14";"4.07";"3.00";"2.60";"3.02";NA;"6.00";"5.00";"6.00";"5.00";"8.00";6;NA;44,04;31,81;143,12;79,32;226,53;237,06;NA
"DIT";"Amcon Distributing Co";"Consumer Defensive";"Retail - Defensive";160,47;"USA";1925;21,35;"8.38";"4.26";"5.38";"5.25";"9.76";NA;"5.00";"4.00";"6.00";"4.00";"5.00";6;NA;15,04;7,54;6,56;5,77;5,65;13,03;NA
"DIUXF";"Diaceutics PLC";"Healthcare";"Biotechnology";1,51;"UK";3000;-0,02;"0.01";"0.01";"0.02";"0.01";"0.01";NA;"N/A";"N/A";"3.00";"4.00";"4.00";4;NA;10,02;8,12;4,66;9,36;NA;0;NA
"DK";"Delek US Holdings Inc";"Energy";"Oil & Gas";16,92;"USA";858411;-7,62;"-2.49";"4.00";"3.95";"4.06";"-8.26";NA;"4.00";"7.00";"6.00";"5.00";"2.00";5;NA;NA;1,92;4,86;3,76;NA;0;NA
"DKDRF";"Delek Drilling LP";"Energy";"Oil & Gas";1,46;"Israel";1220;0,41;"0.28";"0.70";"0.24";"0.19";"0.31";NA;"5.00";"5.00";"5.00";"5.00";"8.00";7;NA;5,2;4,08;5,41;5,62;2,35;2,48;NA
"DKL";"Delek Logistics Partners LP";"Energy";"Oil & Gas";42,42;"USA";42716;4,03;"2.07";"2.09";"2.65";"2.61";"4.18";NA;"5.00";"7.00";"6.00";"5.00";"7.00";6;NA;5,71;3,68;3,05;2,66;4,19;4,15;NA
"DKSHF";"DKSH Holding Ltd";"Industrials";"Business Services";75;"Switzerland";300;3,13;"3.15";"3.22";"3.95";"2.70";"2.71";NA;"7.00";"4.00";"5.00";"4.00";"6.00";6;NA;46,68;44,51;31,43;9,91;10,42;17,23;NA
"DLA";"Delta Apparel Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";30,23;"USA";18732;2,6;"1.12";"1.33";"0.18";"1.17";"-1.53";NA;"7.00";"7.00";"4.00";"6.00";"3.00";7;NA;3,42;3,23;3,05;2,11;NA;6,86;NA
"DLAKF";"Deutsche Lufthansa AG";"Industrials";"Transportation";10,2;"Germany";2104;-10,17;"4.02";"5.89";"5.21";"2.83";"-15.22";NA;"5.00";"7.00";"6.00";"4.00";"1.00";2;NA;7,59;7,55;12,45;3,9;NA;0;NA
"DLGCF";"Datalogic SPA";"Technology";"Hardware";23,57;"Italy";201;0,77;"0.83";"1.22";"1.22";"0.97";"0.29";NA;"5.00";"6.00";"5.00";"6.00";"4.00";6;NA;40,91;27;47,24;28,31;7,35;32,51;NA
"DLHC";"DLH Holdings Corp";"Industrials";"Business Services";11,57;"USA";12399;0,63;"0.30";"0.27";"0.14";"0.41";"0.54";NA;"5.00";"7.00";"5.00";"6.00";"4.00";5;NA;8,95;7,51;10,98;7,51;5,07;7,1;NA
"DLNDY";"D&L Industries Inc";"Basic Materials";"Chemicals";4,12;"Philippines";3292;0,18;"0.19";"0.21";"0.23";"0.19";"0.14";NA;"6.00";"5.00";"7.00";"6.00";"4.00";4;NA;28,64;23,66;25,15;16,43;18,26;20,28;NA
"DLNG";"Dynagas LNG Partners LP";"Energy";"Oil & Gas";3,11;"Greece";51372;0,95;"1.69";"0.27";"-0.11";"-0.22";"0.63";NA;"6.00";"4.00";"5.00";"6.00";"7.00";6;NA;3,1;1,61;1,13;1,28;2,66;3,78;NA
"DLR";"Digital Realty Trust Inc";"Real Estate";"REITs";162,42;"USA";1149281;1,79;"2.20";"0.99";"1.21";"2.35";"1.00";NA;"7.00";"5.00";"5.00";"5.00";"5.00";4;NA;2,15;2,15;1,85;1,78;2,01;2,57;NA
"DLX";"Deluxe Corp";"Communication Services";"Media - Diversified";38,69;"USA";168286;2,13;"4.65";"4.72";"3.16";"-4.65";"0.19";NA;"4.00";"5.00";"6.00";"4.00";"6.00";5;NA;16,77;18,38;12,99;8,77;9,44;3,96;NA
"DMPZF";"Domino's Pizza Group PLC";"Consumer Cyclical";"Restaurants";5,66;"UK";5664;0,18;"0.18";"0.18";"0.13";"0.04";"0.12";NA;"6.00";"6.00";"6.00";"6.00";"7.00";7;NA;53,83;38,16;23,55;11,68;4,64;5,73;NA
"DMTGF";"Daily Mail and General Trust PLC";"Communication Services";"Media - Diversified";15,4;"UK";4000;1,41;"0.74";"1.28";"2.52";"0.38";"1.05";NA;"5.00";"7.00";"7.00";"5.00";"7.00";7;NA;2,9;3,29;3,73;6,02;2,73;4,92;NA
"DNFGF";"Dongfeng Motor Group Co Ltd";"Consumer Cyclical";"Vehicles & Parts";1,05;"China";7714;0,19;"0.22";"0.25";"0.22";"0.21";"0.19";NA;"6.00";"6.00";"3.00";"3.00";"5.00";5;NA;27,2;34;16,99;7,58;6,76;5,37;NA
"DNGDF";"Dynacor Gold Mines Inc";"Basic Materials";"Metals & Mining";2,22;"Canada";2713;0,14;"0.08";"0.10";"0.12";"0.13";NA;NA;"4.00";"4.00";"6.00";"2.00";"7.00";4;NA;8,65;6,95;42,93;39,95;54,29;102,2;NA
"DNIYY";"Danieli & C. Officine Meccaniche SpA";"Industrials";"Industrial Products";17,6;"Italy";1012;0,85;"1.32";"0.75";"0.91";"1.01";"0.94";NA;"4.00";"6.00";"7.00";"8.00";"6.00";6;NA;NA;14,32;16,97;21,47;12,49;421,04;146,8
"DNNGY";"Orsted A/S";"Utilities";"Utilities - Independent Power Producers";52,64;"Denmark";75715;2,34;"0.86";"2.36";"2.16";"0.77";"1.96";NA;"6.00";"6.00";"5.00";"5.00";"6.00";7;NA;5,96;4,57;6,55;4,62;2,99;2,6;NA
"DNOPY";"Dino Polska SA";"Consumer Defensive";"Retail - Defensive";42,13;"Poland";12444;0,96;"0.20";"0.28";"0.40";"0.54";"0.85";NA;"N/A";"9.00";"6.00";"7.00";"8.00";7;NA;7,55;8,17;9,6;9,44;16,29;24,14;NA
"DNTUF";"Dentsu Group Inc";"Communication Services";"Media - Diversified";35,68;"Japan";12782;-4,88;"2.53";"3.30";"2.86";"-2.64";"-5.50";NA;"N/A";"N/A";"4.00";"5.00";"3.00";5;NA;10,41;11,21;4,55;1,84;4,07;1,24;NA
"DOC";"Physicians Realty Trust";"Real Estate";"REITs";18,49;"USA";1444571;0,31;"0.22";"0.23";"0.30";"0.39";"0.32";NA;"4.00";"4.00";"5.00";"5.00";"7.00";4;NA;2,94;2,09;1,7;1,71;2,2;2,38;NA
"DOGZ";"Dogness (International) Corp";"Consumer Defensive";"Consumer Packaged Goods";2,41;"China";373964;-0,29;"0.13";"0.19";"0.22";"0.05";"-0.33";NA;"N/A";"N/A";"7.00";"2.00";"2.00";2;NA;10,26;17,5;247,54;NA;NA;12,03;NA
"DOOR";"Masonite International Corp";"Industrials";"Construction";120,97;"Canada";124062;3,49;"3.17";"5.09";"3.33";"1.75";"2.77";NA;"7.00";"7.00";"5.00";"5.00";"7.00";8;NA;5,28;5,28;4,34;3,59;4,4;6,87;NA
"DOV";"Dover Corp";"Industrials";"Industrial Products";175,79;"USA";810692;6,06;"3.25";"5.15";"3.75";"4.61";"4.70";NA;"3.00";"6.00";"5.00";"8.00";"6.00";8;NA;5,21;5,57;6,44;8,12;8,33;12,94;NA
"DOW";"Dow Inc";"Basic Materials";"Chemicals";63,98;"USA";4152060;5,44;"5.30";"0.62";"6.19";"-1.84";"1.64";NA;"N/A";"N/A";"N/A";"3.00";"6.00";7;NA;5;4,79;5,15;3,77;3,09;14,12;NA
"DOX";"Amdocs Ltd";"Technology";"Software";76,73;"USA";472990;5,34;"2.71";"2.96";"2.47";"3.47";"3.71";NA;"5.00";"8.00";"6.00";"9.00";"7.00";6;NA;289,83;323,33;185,73;145,68;57,04;NA;NA
"DPMLF";"Dundee Precious Metals Inc";"Basic Materials";"Metals & Mining";6,04;"Canada";18657;1,15;"-1.01";NA;"0.21";"-0.40";"1.07";NA;"6.00";"5.00";"5.00";"6.00";"8.00";8;NA;NA;11,68;17,49;9,94;62,37;57,92;NA
"DPSGY";"Deutsche Post AG";"Industrials";"Transportation";70,56;"Germany";37613;2,78;"2.22";"2.54";"1.89";"2.32";"2.87";NA;"6.00";"7.00";"5.00";"5.00";"7.00";7;NA;10,16;11,76;4,46;4,71;7,17;10,46;NA
"DPZ";"Domino's Pizza Inc";"Consumer Cyclical";"Restaurants";517,25;"USA";475617;12,4;"4.30";"5.83";"8.35";"9.56";"12.39";NA;"6.00";"8.00";"9.00";"8.00";"6.00";5;NA;4,13;4,25;3,91;4,17;4,21;3,96;NA
"DQ";"Daqo New Energy Corp";"Technology";"Semiconductors";64;"China";2620724;5,34;"0.80";"1.70";"0.60";"0.40";"1.70";NA;"6.00";"8.00";"4.00";"5.00";"8.00";8;NA;4,81;8,04;7,54;4,57;7,05;40,48;NA
"DQJCY";"Pan Pacific International Holdings Corp";"Consumer Defensive";"Retail - Defensive";19,15;"Japan";120966;0,86;"0.37";"0.47";"0.52";"0.69";"0.74";NA;"5.00";"5.00";"3.00";"7.00";"7.00";7;NA;NA;40,34;17,71;13,2;14,57;7,44;14,25
"DRCAF";"Rotshtein Realestate Ltd";"Consumer Cyclical";"Homebuilding & Construction";9,2;"Israel";1150;1,67;"0.18";"0.28";"0.46";"0.59";NA;NA;"N/A";"7.00";"6.00";"7.00";"2.00";4;NA;0,9;2,35;3,52;3,51;1,49;2,53;NA
"DRD";"DRDGold Ltd";"Basic Materials";"Metals & Mining";9,55;"South africa";186726;0,53;"0.10";"0.03";"0.01";"0.08";"0.47";NA;"5.00";"6.00";"7.00";"7.00";"6.00";6;NA;2,69;NA;1,21;2,14;16,42;18,16;NA
